Case ID,cluster,Sequence
7647891,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
7647891,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_irrevocable phase_decision_taken phase_decision_sent phase_archived_case phase_case_handled
7674242,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7674242,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7674242,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7675253,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7675253,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7675253,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken
7675785,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7675785,0-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7675785,0-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
7676427,1-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
7676427,1-beforeDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
7676427,1-beforeDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_concept_draft_decision_ready phase_draft_decision_ready phase_draft_decision_made phase_decision_ready phase_decision_taken phase_decision_sent
7676966,0-beforeDrift2_cutwindow0,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7676966,0-beforeDrift2_cutwindow20,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7676966,0-beforeDrift2_cutwindow50,phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted phase_application_received phase_archived_case phase_case_handled phase_procedure_prematurely_terminated phase_procedure_aborted
7686611,0-beforeDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
